nhgf_id,DA_SQKM,MAXDI_EROM,Dam_Index,TOT_ELEV_MEAN,TOT_ELEV_MAX,TOT_STREAM_SLOPE,TOT_MAXP6190,TOT_MAXWD6190,TOT_MINWD6190,TOT_RH,TOT_AET,TOT_CWD,TOT_BFI,TOT_CONTACT,TOT_IEOF,TOT_RECHG,TOT_SATOF,TOT_TWI,TOT_EWT,TOT_RF7100,TOT_MIRAD_2012,TOT_FRESHWATER_WD,TOT_STREAMRIVER,TOT_ARTIFICIAL,TOT_CONNECTOR,TOT_STRM_DENS,TOT_TOTAL_ROAD_DENS,TOT_HGA,TOT_HGB,TOT_HGC,TOT_HGD,TOT_SILTAVE,TOT_CLAYAVE,TOT_SANDAVE,TOT_KFACT,TOT_KFACT_UP,TOT_NO10AVE,TOT_NO200AVE,TOT_OM,TOT_ROCKDEP,TOT_BDAVE,TOT_WTDEP,TOT_SRL25AG,TOT_NLCD19_31,TOT_NLCD19_41,TOT_NLCD19_43,TOT_NLCD19_71,TOT_NLCD19_81,TOT_NLCD19_FOREST,TOT_NLCD19_WETLAND
43747,4906.39,320.2,0.06,2050.5,3182.74,0.012815,42.64,6.72,3.93,50.69,211.03,1.62,59.98,233.82,3.88,34.09,0.01,11.44,-48.26,14.2,1.89,7.1,96.32,0.73,0.27,0.8,1.18,0.32,49.47,17.05,32.94,42.35,20.43,37.22,0.33,0.24,81.73,51.81,0.58,40.04,1.34,5.97,9.49,2.45,8.9,0.64,1.26,0.86,30.49,0.59
43748,80.24,658.49,0.78,2798.87,3103.77,0.013031,78.87,9.91,5.05,48.43,321.05,1.73,65.61,27.97,5.08,203.74,0,10.87,-48.47,37.71,0,8.64,76.97,23.03,0,0.44,1.15,0,47.38,44.03,8.47,44.8,24.99,30.22,0.32,0.21,78.84,54.98,1.21,43.14,1.33,5.98,0.08,0,32.69,3.99,0.18,0,76.24,0.88
43749,424.95,191.9,0.24,2782.57,3383.71,0.018157,73.06,9.19,5.14,48.9,335.85,1.7,65.9,22.35,2.87,156.44,0,10.39,-62.42,33.09,0,7.01,93.48,6.28,0.24,0.47,0.89,1.29,49.22,40.12,8.84,45.53,23.97,30.5,0.32,0.21,68.71,47.66,1.21,46.1,1.33,5.95,0.08,0,25.53,3.24,10.99,0,54.49,0.47
43750,488.98,181.04,0.21,2746.1,3383.71,0.019722,73.96,9.06,5.05,48.93,331.46,1.68,65.32,25.82,3.54,145.21,0,10.29,-63.89,31.3,0.18,6.72,94.5,5.3,0.2,0.48,0.95,2.03,46.46,38.17,12.84,45.09,23.66,31.25,0.33,0.21,68.96,47.29,1.15,45.47,1.34,5.94,0.11,0.07,22.95,3.16,11.7,0.06,54.01,0.42
43751,63.73,0,0,2709.66,3204.94,0.006711,69.1,8.06,4.97,48.98,246.92,1.67,60.95,18.11,1.69,80.61,0,9.83,-68.19,23.88,0,4.82,100,0,0,0.26,1,0,26.7,38.46,34.01,45.75,23.95,30.3,0.35,0.18,68.12,47.65,0.93,37.72,1.32,5.87,5.33,0.01,14.27,3.65,9.54,0,61.37,0
43752,35.34,34.98,0.05,2919.73,3326.37,0.027882,90.86,11.25,5.28,53.15,300.17,1.67,64.04,72.95,5.8,161.64,0,9.81,-48.99,45.78,0,13.12,96.57,3.43,0,0.53,0.76,0,16.14,71.83,12.15,42.59,32.85,24.56,0.35,0.24,68.28,52.01,1.22,45.25,1.3,5.7,0.46,0.12,23.41,7,2.67,0,59.35,0.3
43753,538.37,245.7,0.25,2713.2,3439.62,0.018473,72.55,9,4.94,50.45,285.74,1.65,61.82,45.94,5.07,124.14,0,9.84,-55.31,27.56,0.12,8.24,92.12,3.77,0,0.41,0.84,0,35.23,47.6,16.69,44.61,26.99,28.41,0.34,0.21,65.76,47.14,1.15,46.26,1.31,5.86,1.97,0.11,12.17,4.64,4.5,0.05,52.98,0.2
43754,359.95,18.2,0.01,2701.98,3398.81,0.023139,72.26,9.32,4.88,50.53,275.26,1.65,61.81,64.31,7.03,110.9,0,9.98,-47.98,29.77,0,10.85,99.61,0.39,0,0.52,0.8,0,17.75,59.85,21.88,43.47,30.19,26.34,0.34,0.21,68.7,50.7,1.1,44.01,1.31,5.82,0.46,0.3,11.23,5.7,2.03,0,50.01,0.1
43755,764.75,192.31,0.19,2445.78,3383.71,0.015227,63.48,8.23,4.4,49.38,277.91,1.66,62.58,473.89,6.19,106.56,0,10.81,-59.38,23.21,5.17,6.04,86.27,2.42,0.34,0.61,1.02,1.45,53.11,28.66,16.89,47.02,23.43,29.55,0.35,0.26,74.92,53.36,0.91,45.89,1.32,5.96,12.16,1.08,14.71,2.09,7.54,2.12,38.64,0.69
43756,144.09,2970.22,0.28,1870.83,2252.48,0.006176,37.62,6.25,3.37,49.42,144.22,1.65,54.17,170.85,4.51,16.86,0,11.07,-48.38,8.33,0,4.82,99.18,0.16,0.67,0.75,0.91,0,56.98,2.01,39.48,44.18,16.49,39.33,0.32,0.3,88.5,53.64,0.4,40.33,1.35,6,0.91,0.83,0,0,5.41,0.01,9.5,0.01
43757,871.1,191.35,0.18,2364.94,3383.71,0.013591,59.83,7.98,4.23,49.7,256.94,1.66,61.65,489.42,6.44,97.36,0,11.19,-57.04,21.23,5.02,5.89,87.1,2.01,0.4,0.65,1.01,1.28,55.16,26.35,17.33,46.82,23.08,30.1,0.35,0.27,76.78,54.18,0.85,46.12,1.32,5.97,12.24,1.61,12.92,1.83,6.66,2.16,34.39,0.77
43758,875.79,242.22,0.21,2436.57,3439.62,0.013166,60.68,8.05,4.37,50.48,233.07,1.66,59.74,118.21,6.21,96.34,0,10.57,-51.32,20.69,5.24,6.92,84,1.65,0.08,0.52,1.01,0,44.27,35.25,20.23,46.58,25.86,27.56,0.36,0.26,73.39,53.78,0.9,45.72,1.3,5.91,13.83,1.69,7.74,2.96,2.85,2.22,36.25,0.54
43760,2383.05,543.05,0.17,2385.58,3439.62,0.01365,58.63,8,4.26,50.14,236.86,1.65,60.25,289.89,6.8,92.52,0,10.93,-51.72,20.75,5.2,6.89,87.14,1.65,0.18,0.6,0.99,0.47,46.59,33.5,19.38,46.68,25.33,27.99,0.36,0.27,75.83,55.16,0.87,45.75,1.31,5.93,12.18,2.47,9.28,2.63,3.81,2.1,33.99,0.59
43761,626.37,193.67,0.1,2354.07,3398.81,0.014667,54.64,7.98,4.15,50.25,215.18,1.66,59.1,255.62,8.23,81.46,0,11,-45.4,20.39,5.49,8.28,90.57,1.17,0,0.64,0.93,0,37.44,41.52,20.99,46.87,27.92,25.21,0.37,0.28,77.67,58.7,0.85,45.23,1.29,5.9,10.05,4.73,6.51,3.31,1.26,1.87,30.78,0.41
43762,613.77,193.98,0.1,2367.85,3398.81,0.015067,55.23,8.02,4.18,50.21,217.61,1.66,59.22,259.71,8.37,82.55,0,10.87,-45.82,20.69,5.61,8.36,90.3,1.2,0,0.63,0.94,0,36.68,42.29,20.98,47.12,28.19,24.69,0.37,0.28,77.37,58.97,0.86,45.16,1.29,5.89,10.21,4.66,6.65,3.38,1.28,1.91,31.37,0.39
43763,2549.35,596.88,0.16,2341.63,3439.62,0.012771,56.57,7.87,4.17,50.28,227.3,1.65,59.87,279.73,6.42,87.98,0,11.19,-50.73,19.79,4.86,6.76,88.1,1.52,0.17,0.61,0.97,0.44,46.57,32.02,20.81,46.01,24.49,29.5,0.35,0.27,76.57,54.33,0.83,44.99,1.31,5.93,12.1,2.59,8.67,2.46,4.05,1.96,31.8,0.56
43764,267.95,1716.9,0.15,1863,2318.92,0.008216,36.44,6.14,3.21,50.11,161.39,1.65,52,116.54,2.62,14.69,0,10.75,-50.49,8.01,0,4.82,99.58,0.08,0.34,0.8,0.89,0,44.81,1.08,52.85,40.05,15.44,44.51,0.3,0.24,82.76,46.05,0.39,34.93,1.37,6,0.91,1.37,0,0,3.74,0,6,0.01
43765,3389.54,487.74,0.14,2223.86,3439.62,0.011043,49.75,7.41,3.89,50.56,207.8,1.65,58.49,248.35,5.8,70.31,0,11.31,-51.04,16.56,3.84,6.28,90.66,1.15,0.37,0.62,0.91,0.33,44.53,26.24,28.66,44.27,22.31,33.42,0.34,0.26,78.65,52.49,0.72,41.8,1.33,5.95,11.11,4.05,6.52,1.85,3.33,1.53,24.28,0.44
43766,664.92,0,0,1882.77,2728.22,0.00492,29.28,6,3.05,50.88,127.1,1.65,55.39,184.01,4.88,17.74,0,11.83,-50.28,6.82,0.91,4.82,98.55,0,1.01,0.64,0.69,0,40.76,11.03,47.62,40.03,16.2,43.77,0.31,0.27,87,49.5,0.39,33.22,1.37,6,3.71,8.23,0,0,1.31,0.27,1.02,0
43767,588.83,0,0,1883.98,2728.22,0.004739,29.3,6,3.06,50.83,113.84,1.65,55.75,202.22,5.51,18.16,0,11.84,-51.17,6.8,1.03,4.82,98.37,0,1.13,0.64,0.73,0,42.69,12.45,44.17,40.62,16.75,42.62,0.31,0.28,86.86,50.52,0.39,34.1,1.36,6,3.71,8.86,0,0,1.32,0.31,0.83,0
43768,4061.04,527.42,0.13,2155.6,3439.62,0.010611,46.65,7.15,3.76,50.74,204.52,1.63,56.58,219.25,5.03,60.55,0,11.28,-49.9,15.01,3.2,6.04,92.04,0.98,0.46,0.63,0.87,0.27,42.91,21.97,34.57,43.08,20.92,36.01,0.33,0.25,79.33,50.76,0.67,39.9,1.34,5.96,10.79,3.87,5.45,1.54,3.22,1.28,20.83,0.4
43769,123.97,0,0,1870.21,2123.84,0.004265,28.78,6,3,50.56,89.62,1.65,57.29,302.8,12.24,15.93,0,11.24,-71.55,6.3,0.99,4.82,100,0,0,0.62,1.02,0,59.1,21.3,19.07,45.04,20.55,34.41,0.36,0.38,91.55,60.97,0.39,41.93,1.32,6,1.03,7.2,0,0,2.06,0.58,0.14,0
43770,4300.62,726.02,0.13,2117.36,3439.62,0.010354,45.41,7.03,3.72,50.9,204.98,1.61,55.54,213.42,4.84,57.61,0,11.49,-49.19,14.5,3.02,5.97,92.28,0.96,0.44,0.62,0.89,0.26,42.55,21.35,35.61,42.54,20.71,36.75,0.33,0.25,79.41,50.19,0.65,39.34,1.34,5.96,10.6,4.46,5.14,1.46,3.11,1.22,19.71,0.53
43771,5861.45,643.74,0.11,1982.06,3439.62,0.009369,40.17,6.59,3.53,51.38,170.13,1.6,51.37,167.05,3.6,44.35,0,12.22,-49.5,12.32,2.22,5.66,93.35,0.83,0.38,0.53,0.84,3.51,43.12,15.8,37.59,38.8,18.11,43.09,0.31,0.24,81.74,45.96,0.59,39.13,1.37,5.97,10.6,4.06,3.77,1.07,2.41,0.9,14.74,0.5
43772,6277.01,625.08,0.1,1953.36,3439.62,0.009035,39.4,6.5,3.49,51.46,161.06,1.58,50.25,158.25,3.36,41.84,0,12.33,-52.68,12,2.07,5.58,93.54,0.8,0.48,0.52,0.82,4.75,43.75,14.76,36.79,37.98,17.54,44.48,0.31,0.24,82.49,45.13,0.57,39.75,1.38,5.97,10.58,4.01,3.52,1,2.31,0.84,13.77,0.48
43773,2.45,0,0,2847.8,3380.5,0.073171,66.79,8.12,3.99,50.91,280.34,1.58,52.81,43,0,31.21,0,9.36,-67.2,16.72,0,1.92,100,0,0,1.17,1.04,0,11.06,86.29,11.43,44.3,32.7,23,0.35,0.24,72.71,56.06,1.6,50.63,1.25,6,0,0,4.6,0.55,0,0,54.8,0
43774,8.58,0,0,2617.06,3389.97,0.026718,63.28,7.49,3.51,50.13,276.38,1.59,52.89,13.2,0,30.96,0,9.79,-59.53,17.37,0,1.92,100,0,0,0.61,1.24,0,28.68,51.5,20.8,42.97,26.42,30.62,0.32,0.22,64.99,45.65,1.46,45.05,1.29,6,22.22,0,7.37,0.05,0,0,61.28,0
43775,17.9,0,0,2156.9,3380.5,0.027995,42.89,6.75,3.25,49.62,314.56,1.58,51.25,29.82,0,17.91,0,9.79,-42.98,11.69,0,1.92,100,0,0,0.86,0.67,25.81,20.33,39.69,36.62,35.46,20.48,44.05,0.32,0.25,80.24,42.51,0.97,47.17,1.34,6,0,0.16,1.29,0.08,0.05,0,32.33,0
43776,39.63,0,0,2411.98,3466.04,0.036623,51.65,7.12,3.29,50.06,329.85,1.59,52.02,12.42,0,27.43,0,9.58,-52.56,15.91,0,1.92,100,0,0,0.74,0.59,10.67,29.25,39.41,30.34,38.9,22.66,38.45,0.31,0.23,68.38,40.74,1.24,46.29,1.33,6,22.22,0.37,2.89,0.13,0.03,0,50.08,0
43777,182931.42,396.47,0.18,2267.84,4359.49,0.018223,51.3,8.14,4.56,53.21,236.6,1.57,60.35,145.32,2.73,77.76,0.4,11.56,-51.43,16.23,2.07,11.63,92.44,2.58,0.21,0.72,0.83,5.54,38.69,21.89,34.47,38.71,20.8,40.5,0.32,0.23,74.4,44.71,0.62,41.98,1.37,5.88,13.87,2.23,9.07,0.9,4.63,1.35,33.14,1.69
43778,182583.76,396.64,0.18,2268.32,4359.49,0.018222,51.32,8.14,4.56,53.22,236.48,1.57,60.38,145.55,2.73,77.89,0.4,11.57,-51.41,16.23,2.07,11.65,92.44,2.58,0.21,0.72,0.83,5.54,38.73,21.91,34.4,38.73,20.8,40.47,0.32,0.23,74.4,44.73,0.62,42.01,1.37,5.88,13.89,2.23,9.08,0.91,4.64,1.35,33.13,1.7
43779,309.22,0,0,2069.19,2832.04,0.018504,43.27,6.67,2.84,51.06,298.84,1.59,43.17,27.18,1.71,9.02,0,10.67,-56.27,15.49,0,0.75,99.45,0.53,0.02,0.58,0.58,0,18.67,10.74,71.03,31.28,16.5,52.22,0.23,0.27,75.06,36.46,0.51,24.15,1.38,5.99,2.87,0.38,2.27,0.17,0.44,0.11,43.19,0.23
43780,267.33,0,0,2117.16,2832.04,0.016181,44.93,6.82,2.9,51.06,297.55,1.6,43.33,29.92,1.98,9.18,0,10.67,-53.6,16.21,0,0.75,100,0,0,0.58,0.63,0,20.79,9.56,70.25,31.91,16.67,51.42,0.23,0.27,76,37.51,0.54,25.34,1.38,5.99,2.95,0.29,2.62,0.2,0.4,0.12,48.64,0.24
43781,8.73,0,0,2469.34,3391.09,0.025276,52.46,7.36,3.27,49.32,327.12,1.59,52.7,19.45,0,27.66,0,10.04,-63.1,14.42,0,1.92,100,0,0,0.73,0.37,0,39.13,23.49,39.65,42.73,21.71,35.56,0.29,0.2,59.46,38.41,1.42,39.01,1.32,6,0,0,1.45,1.79,0,0,86.7,0
43782,354,1.52,0,1657.09,3479.94,0.01152,30.43,5.78,2.93,50.94,244.29,1.58,43.23,18.07,0,10.1,0,11.02,-85.73,7.05,0,1.92,100,0,0,0.59,0.51,49.7,25.89,8.57,48.67,25.36,11.25,63.39,0.29,0.29,92.4,32.47,0.47,53.08,1.42,6,0.31,14.9,0.41,0.01,0.79,0,7.82,0.05
43784,640.31,0,0,2206.9,2835.7,0.022266,50.4,7.18,2.6,50.93,395.9,1.56,41.79,15.98,0.51,9.22,0,10.44,-70.46,17.99,0,0.75,100,0,0,0.55,0.62,0,32.48,17.61,50.69,35.25,19.21,45.54,0.24,0.22,66.8,36.55,0.49,33.11,1.37,5.97,36.62,0.59,9.49,0.62,1.66,0.03,59.49,0.07
43785,322.19,16.45,0,1884.07,3474.52,0.018723,36.78,6.24,2.99,51.02,262.67,1.59,46.2,15.16,0,15.06,0,10.48,-45.99,10.16,0,1.92,99.98,0,0.02,0.73,0.59,15.14,33.67,21.32,40.89,35.62,17.28,47.09,0.29,0.23,78.12,39.37,0.85,43.18,1.37,6,8.79,8.09,1.02,0.06,0.29,0.01,15.72,0.11
43786,160.11,0,0,2039.88,3472.65,0.013724,39.16,6.8,3.07,49.49,239.19,1.58,52.78,40.14,0,16.67,0,10.51,-46.77,10.9,0,1.92,99.95,0,0.05,0.71,0.34,0.01,21.19,12.72,68.48,41.26,22.31,36.43,0.3,0.2,74.44,47.41,0.96,23.01,1.31,6,0,3.67,0.94,0.1,0.04,0,30.51,0
43787,390.35,15.44,0,1802.5,3474.52,0.017286,35.07,6.06,2.88,50.91,273.92,1.59,44.63,14.24,0,13.69,0,11.03,-45.8,9.38,0,1.92,99.98,0,0.02,0.73,0.53,24.12,29.85,18.24,47.12,33.29,15.74,50.97,0.29,0.24,81.11,37.41,0.76,44.62,1.38,6,6.42,13.2,0.84,0.05,0.34,0.01,13.18,0.15
43788,444.7,0,0,2340.54,2835.7,0.023261,55.74,7.55,2.77,50.89,451.71,1.62,42.46,16.47,0.67,9.72,0,10.54,-68.79,20.49,0,0.75,100,0,0,0.53,0.73,0,37.94,19.75,43.16,37.86,20.6,41.54,0.25,0.21,66.85,39.24,0.53,37.08,1.37,5.96,45.43,0.06,13.65,0.9,2.36,0.03,74.17,0.05
43789,715.74,0,0,1854.84,2757.81,0.010541,39.1,6.27,2.07,50.89,235.8,1.59,38.76,24.86,0.12,7.81,0,10.56,-53.91,12.69,0,0.75,100,0,0,0.51,0.81,0,47.76,0.3,52.28,31.83,16.51,51.66,0.2,0.23,65.76,31.82,0.37,35.06,1.36,6,0.36,1.47,1.48,0.08,0.14,0.05,34.37,0.01
43790,417.07,0,0,1620.34,2262.56,0.009027,30.64,5.69,2,50.35,210.83,1.59,37.95,21.04,0,7.54,0,11.13,-57.15,9.18,0,0.75,99.97,0,0.03,0.62,0.48,10.23,21.17,0,74.57,25.79,15.31,58.9,0.26,0.23,67.26,27.52,0.4,28.04,1.39,6,0.02,4.97,0.01,0,0.98,0,7.21,0
43791,578.21,0,0,1750.83,3472.65,0.008995,31.06,6.33,2.81,51.07,159.39,1.6,51.94,67.84,0.25,13.41,0,11.09,-40.87,8.47,0,1.92,99.98,0,0.02,0.63,0.33,2,13.78,5.76,79.71,40.63,22.49,36.88,0.31,0.23,82.05,51.83,0.76,19.42,1.31,6,10.65,13.27,0.37,0.03,0.65,0,11.31,0
43792,247.2,0,0,2082.66,2757.81,0.011779,46.83,6.77,2.15,51.09,273.63,1.64,40.49,41.9,0.35,8.73,0,10.41,-65.3,16.55,0,0.75,100,0,0,0.5,1.05,0,56.17,0.88,43.52,35.38,17.59,47.03,0.21,0.26,70.67,37.17,0.3,38.85,1.36,6,0,0.62,4.03,0.23,0.02,0.08,46.92,0.01
43793,615.7,0,0,1726.17,3472.65,0.008728,30.65,6.28,2.76,51.24,162.49,1.59,51.82,64.98,0.27,13.23,0,11.23,-41.8,8.29,0,1.92,99.99,0,0.01,0.62,0.33,2.36,13.95,5.41,79.33,40.2,22.03,37.76,0.31,0.23,82.5,51.31,0.75,19.64,1.31,6,3.69,12.93,0.35,0.03,0.72,0,10.63,0
43794,209.33,0,0,1690.81,2262.56,0.009848,31.86,5.89,2,50.72,201,1.59,38.74,22.08,0,7.78,0,10.57,-53.89,10.03,0,0.75,99.94,0,0.06,0.54,0.64,18.84,8.57,0,82.77,24.01,15.49,60.5,0.29,0.28,70.81,27.87,0.28,25.24,1.4,6,0.02,2.27,0,0,0.94,0,9.6,0
43795,13.38,0,0,1796.83,2176.97,0.008739,34.31,6,2,51,194.61,1.62,39.26,25.23,0,7.62,0,9.72,-66.72,11.27,0,0.75,100,0,0,0.6,0.7,18.89,10.57,0,81.77,24.6,15.44,59.97,0.28,0.29,70.67,28.17,0.27,25.73,1.4,6,0,3.46,0,0,3.2,0,11.85,0
43796,581.95,0,0,1934.83,2757.81,0.011022,41.13,6.45,2.08,51.05,245.05,1.57,39.84,26.36,0.15,8.13,0,10.51,-55.55,13.94,0,0.75,100,0,0,0.49,0.82,0,49.72,0.37,50.24,32.82,16.54,50.64,0.2,0.24,66.57,32.85,0.34,35.8,1.36,6,0,0.53,1.82,0.1,0.14,0.06,40.81,0.01
43797,184023.29,395.87,0.18,2266.12,4359.49,0.018246,51.25,8.13,4.55,53.2,237.17,1.58,60.23,144.53,2.71,77.35,0.39,11.56,-51.55,16.21,2.05,11.57,92.44,2.61,0.2,0.72,0.83,5.61,38.59,21.83,34.65,38.66,20.77,40.58,0.32,0.23,74.4,44.64,0.61,41.94,1.37,5.88,13.88,2.23,9.05,0.9,4.61,1.34,33.17,1.68
43798,11234.23,175.7,0.01,2004.43,3542.99,0.009442,38.16,6.79,3.35,49.55,166.6,1.58,57.7,77.1,0.51,22.73,0,10.96,-59.35,11.17,0.8,5.15,95.22,2.96,0.02,0.6,0.66,11.94,32.89,14.3,45.86,37.34,18.68,43.98,0.3,0.24,81.17,44.49,0.61,38.48,1.36,5.96,16.86,8.57,2.16,1.31,1.18,0.24,16.83,0.36
43799,183201.38,396.38,0.18,2267.06,4359.49,0.018227,51.28,8.14,4.56,53.21,236.59,1.57,60.32,145.11,2.72,77.66,0.39,11.56,-51.47,16.22,2.06,11.62,92.43,2.6,0.2,0.72,0.83,5.59,38.64,21.86,34.55,38.69,20.78,40.53,0.32,0.23,74.42,44.68,0.62,41.97,1.37,5.88,13.87,2.23,9.06,0.9,4.62,1.35,33.11,1.69
43800,195259.84,394.25,0.17,2251.03,4359.49,0.017821,50.5,8.05,4.48,52.99,233.13,1.59,60.08,140.63,2.59,74.21,0.37,11.52,-52,15.92,1.98,11.2,92.57,2.63,0.2,0.71,0.82,5.97,38.26,21.39,35.29,38.58,20.65,40.77,0.32,0.23,74.79,44.63,0.61,41.74,1.37,5.89,13.95,2.59,8.65,0.92,4.41,1.28,32.22,1.61
43801,370.14,1.48,0,1642.71,3479.94,0.012079,30.35,5.75,2.89,50.91,252.44,1.59,42.65,17.45,0,9.91,0,11.14,-84.09,6.93,0,1.92,97.56,2.44,0,0.59,0.5,51.6,24.95,8.25,50,24.99,11.04,63.97,0.29,0.29,92.67,32.04,0.46,53.33,1.42,6,0.22,14.96,0.39,0.01,0.87,0,7.52,0.08
43802,652.19,0,0,2196.99,2835.7,0.023592,50.05,7.16,2.59,50.93,395.11,1.57,41.74,15.95,0.5,9.19,0,10.43,-70.47,17.82,0,0.75,99.44,0.56,0,0.55,0.61,0,31.93,17.45,51.33,35.08,19.13,45.8,0.24,0.22,66.8,36.37,0.49,32.76,1.37,5.97,33.93,0.62,9.32,0.61,1.63,0.03,58.42,0.09
43803,516.54,12.01,0,1774.27,3474.52,0.019013,34.09,6.01,2.76,51,288.96,1.59,43.71,15.88,0,12.39,0,11.08,-47.04,9.02,0,1.92,97.37,2.31,0.33,0.76,0.48,25.27,29.76,16.56,49.03,33.11,15.48,51.41,0.29,0.24,80.37,36.57,0.77,44.42,1.38,6,8.73,12.29,0.76,0.04,0.4,0.02,13.39,0.17
43804,195681.3,394.05,0.17,2249.61,4359.49,0.017809,50.45,8.05,4.48,52.98,233.23,1.59,60.04,140.38,2.58,74.07,0.37,11.52,-52.06,15.9,1.98,11.18,92.57,2.64,0.2,0.71,0.82,6.06,38.23,21.36,35.33,38.55,20.63,40.82,0.32,0.23,74.82,44.6,0.61,41.76,1.37,5.89,13.94,2.62,8.63,0.92,4.4,1.27,32.17,1.6
43805,196199.64,393.67,0.17,2248.35,4359.49,0.017812,50.41,8.04,4.47,52.98,233.38,1.59,60,140.05,2.57,73.9,0.37,11.52,-52.04,15.89,1.97,11.15,92.58,2.64,0.2,0.71,0.82,6.11,38.21,21.35,35.37,38.54,20.61,40.85,0.32,0.23,74.83,44.58,0.61,41.76,1.37,5.89,13.94,2.65,8.61,0.92,4.39,1.27,32.12,1.6
43806,719.49,0,0,1851.64,2757.81,0.010483,39.01,6.26,2.07,50.88,236.1,1.59,38.69,24.79,0.12,7.79,0,10.58,-53.98,12.65,0,0.75,99.48,0.52,0,0.51,0.8,0,47.62,0.3,52.42,31.8,16.49,51.71,0.2,0.23,65.75,31.78,0.37,35.03,1.36,6,1.95,1.5,1.47,0.08,0.14,0.05,34.21,0.01
43807,749.5,0,0,1828.24,2757.81,0.010393,38.36,6.21,2.06,50.87,247.57,1.59,38.3,24.13,0.12,7.69,0,10.73,-55.33,12.33,0,0.75,96.81,3.19,0,0.51,0.77,0,46.82,0.29,52.87,31.57,16.39,52.03,0.21,0.23,65.68,31.54,0.38,34.81,1.36,6,1.93,1.71,1.41,0.08,0.21,0.05,32.96,0.06
43808,512.85,0,0,1573.05,2262.56,0.009016,29.78,5.58,2,50.32,259.36,1.59,37.27,18.97,0,7.34,0,11.4,-57.7,8.54,0,0.75,94.11,5.86,0.02,0.62,0.46,8.92,22.06,0,73.03,25.8,15.02,59.18,0.26,0.22,66.95,27.18,0.44,28.31,1.39,6,3.78,6.59,0.01,0,1.24,0,6.04,0.05
43809,197156.61,393.35,0.17,2245.87,4359.49,0.017795,50.34,8.03,4.46,52.97,233.67,1.59,59.89,139.47,2.56,73.58,0.37,11.52,-52.06,15.86,1.96,11.1,92.57,2.66,0.19,0.71,0.82,6.14,38.22,21.26,35.46,38.5,20.59,40.92,0.32,0.23,74.81,44.51,0.61,41.75,1.37,5.89,13.93,2.67,8.58,0.92,4.37,1.26,32.11,1.6
43810,548.64,0,0,1555.1,2262.56,0.009433,29.29,5.54,2,50.35,292.8,1.59,37.41,18.09,0,7.38,0,11.56,-58.02,8.34,0,0.75,90.73,9.25,0.02,0.61,0.43,10.33,20.97,0,71.78,25.62,14.66,59.72,0.27,0.23,68.17,27.17,0.43,28.37,1.39,6,3.78,7.51,0.01,0,1.29,0,5.68,0.06
43811,152.02,0,0,2433.7,2726.13,0.016607,59.64,7.91,2.9,50.95,500.66,1.63,42.66,17.64,1.13,9.77,0,10.64,-66.9,23.77,0,0.75,100,0,0,0.46,1.01,0,51.12,15.4,34.29,39.85,21.45,38.71,0.26,0.22,69.38,42.41,0.64,43.7,1.39,5.93,13.05,0.01,19.02,0.83,5.64,0.09,79.44,0.02
43812,15.72,0,0,2406.83,2757.81,0.031465,58.36,7.64,2.64,51.79,347.85,1.63,40.81,55.35,1.19,9.75,0,9.79,-69.54,22.23,0,0.75,100,0,0,0.65,2.29,0,51.64,13.16,38.27,41,21.76,37.24,0.22,0.22,62.04,38.9,0.55,41.28,1.36,5.97,18.98,0,18.15,0.99,0,0.01,76.22,0
43813,1239.9,0,0,1623.08,3472.65,0.009434,28.79,6.09,2.61,51.91,216.84,1.59,52.33,53.6,0.42,12.15,0,11.94,-40.14,7.52,0.01,1.8,94.05,5.92,0.02,0.59,0.27,7.35,11.5,2.87,79.86,36.16,18.34,45.5,0.3,0.24,85.08,46,0.66,21.17,1.35,6,5.7,11.26,0.17,0.02,1.28,0.01,5.84,0.17
43814,198805.48,392.9,0.17,2239.52,4359.49,0.017737,50.15,8.01,4.44,52.96,233.79,1.59,59.74,138.61,2.54,73.04,0.36,11.53,-52.04,15.79,1.95,11.02,92.53,2.73,0.19,0.71,0.81,6.27,38.01,21.1,35.79,38.4,20.53,41.07,0.32,0.23,74.85,44.4,0.61,41.64,1.37,5.89,13.91,2.84,8.51,0.91,4.35,1.25,31.86,1.58
43815,1256.23,0,0,1618.62,3472.65,0.009399,28.72,6.08,2.6,51.94,216.86,1.59,52.3,53.1,0.41,12.13,0,11.97,-39.87,7.49,0.01,1.78,93.57,6.41,0.02,0.59,0.27,7.5,11.43,2.87,79.69,36.04,18.23,45.74,0.3,0.24,85.16,45.83,0.66,21.3,1.35,6,5.7,11.79,0.17,0.02,1.29,0.01,5.76,0.17
43816,200647.49,392.35,0.17,2232.99,4359.49,0.017682,49.95,7.99,4.42,52.95,233.7,1.6,59.66,137.78,2.52,72.48,0.36,11.54,-52.02,15.71,1.93,10.93,92.48,2.8,0.19,0.71,0.81,6.34,37.75,20.93,36.17,38.34,20.48,41.18,0.32,0.23,74.96,44.37,0.61,41.49,1.37,5.89,13.89,3.02,8.43,0.9,4.34,1.24,31.6,1.57
