nhgf_id,DA_SQKM,MAXDI_EROM,Dam_Index,TOT_ELEV_MEAN,TOT_ELEV_MAX,TOT_STREAM_SLOPE,TOT_MAXP6190,TOT_MAXWD6190,TOT_MINWD6190,TOT_RH,TOT_AET,TOT_CWD,TOT_BFI,TOT_CONTACT,TOT_IEOF,TOT_RECHG,TOT_SATOF,TOT_TWI,TOT_EWT,TOT_RF7100,TOT_MIRAD_2012,TOT_FRESHWATER_WD,TOT_STREAMRIVER,TOT_ARTIFICIAL,TOT_CONNECTOR,TOT_STRM_DENS,TOT_TOTAL_ROAD_DENS,TOT_HGA,TOT_HGB,TOT_HGC,TOT_HGD,TOT_SILTAVE,TOT_CLAYAVE,TOT_SANDAVE,TOT_KFACT,TOT_KFACT_UP,TOT_NO10AVE,TOT_NO200AVE,TOT_OM,TOT_ROCKDEP,TOT_BDAVE,TOT_WTDEP,TOT_SRL25AG,TOT_NLCD19_31,TOT_NLCD19_41,TOT_NLCD19_43,TOT_NLCD19_71,TOT_NLCD19_81,TOT_NLCD19_FOREST,TOT_NLCD19_WETLAND
42706,51.68,0,0,3077.98,3750.72,0.02732,80.6,12.86,7.72,55.49,495.16,1.73,65.39,7.27,0.54,299.89,0.21,9.77,-64.5,34.3,0,8.4,100,0,0,0.41,1.39,11.69,51.18,22.97,15,28.85,16.46,54.69,0.27,0.15,62.83,28.63,0.36,52.77,1.45,5.72,0,0.02,0.13,0,2.2,0,88.7,1.53
42707,33.89,8.16,0.01,2882.29,3245.75,0.010776,140.77,15.42,8,56.96,473.85,1.76,57.88,34.73,0.99,475.28,2.6,10.28,-45.63,50.07,0,9.79,95.38,4.62,0,0.55,1.36,8.72,53.06,29.6,13.15,34.5,19.05,46.46,0.29,0.18,66.31,37.39,0.36,55.27,1.42,5.86,0,0,7.32,0.01,0.81,0,68.59,10.16
42708,17.33,0,0,3091.67,3741.85,0.058605,81.05,12.16,7.74,55.57,442.4,1.73,63.78,6.42,0,199.75,1.44,9.34,-69.3,32.04,0,9.43,100,0,0,0.78,0.03,16.88,47.73,23.89,14.48,29.38,16.6,54.02,0.31,0.15,60.7,28.06,0.5,52.34,1.43,5.61,0,0,1,0.01,5.59,0,75.78,1.31
42709,35.63,48.58,0.06,3084.37,3602.3,0.046449,89.9,12.42,8.03,56.57,440.28,1.73,64.05,4.95,0,163.81,1.41,9.7,-76.77,37.51,0,8.63,95.3,4.7,0,0.63,0.77,25.21,35.5,23.51,20.03,31.41,13.21,55.38,0.35,0.12,55.49,24.78,0.62,50.74,1.45,5.39,0,0.07,1.8,0,1.48,0,75.96,1.62
42710,375.08,19.83,0.01,2645.57,3332.38,0.018577,75.74,11.51,7.24,56.48,341.93,1.74,59.7,154.38,2.21,225.48,2.59,10.84,-52.91,28.7,2.32,8.95,98.04,1.96,0,0.75,0.9,2.51,53.48,32.12,12.25,37.12,26.25,36.63,0.3,0.23,75.39,49.62,0.51,54.46,1.37,5.85,7.28,0,11.68,0.36,8.29,1.51,33.5,7.64
42711,146.85,23.84,0.02,2913.63,3602.3,0.033417,74.99,11.34,7.36,56.37,375.75,1.73,64.06,25.12,0.42,144.36,1.7,9.85,-73.22,32.38,4.15,8.47,94.84,0.93,0,0.76,0.61,16.07,47.19,19.02,20.17,32.69,15.84,51.47,0.31,0.16,62.19,31.1,0.46,51.27,1.45,5.63,0,0.02,3.21,0.15,0.84,3.41,71.56,2.17
42712,700.28,375.85,0.28,2621.95,3332.38,0.019005,68.57,10.81,6.93,56.47,329.77,1.74,61.68,145.65,1.86,184.16,2.59,11.37,-53.46,26.35,2.81,8.69,97.14,2.03,0,0.82,0.9,3.54,52.81,27.58,16.57,38.08,25.64,36.28,0.3,0.23,76.11,50.45,0.49,53.53,1.37,5.8,9.88,0.01,9.17,0.44,7.71,2.1,31.11,5.75
42713,2053.36,1024.43,0.5,2975.35,4116.05,0.028903,76.17,13.07,7.48,56.34,427.74,1.73,64.96,49.02,0.88,243.66,0.64,10.34,-70.89,33.55,1.12,8.41,85.42,4.57,0.06,0.58,1.04,12.83,46.37,26.42,16.16,30.2,17.85,51.95,0.3,0.16,63.6,31.3,0.45,53.28,1.43,5.6,4.5,1.7,1.13,0.03,4.98,0.82,61.24,4.94
42714,227.05,16.87,0.02,2682.05,3245.75,0.018465,86.62,12.28,7.49,56.25,387.86,1.74,58.75,160.26,2.02,280.32,2.47,10.51,-54.52,32.53,2.27,9.27,97.33,2.67,0,0.77,0.9,3.44,56.36,33.72,7.74,34.88,24.1,41.01,0.29,0.21,70.65,43.3,0.49,55.45,1.39,5.94,1.32,0,11.09,0.27,13.16,1.21,37.57,9.5
42715,120.7,25.18,0.02,2984.97,3602.3,0.035814,81.63,11.77,7.63,56.5,406.56,1.73,63.82,12.38,0.19,152.88,1.63,9.56,-77.83,35.23,0.15,8.5,98.73,1.27,0,0.68,0.53,18.45,43.43,21.16,19.59,31.32,14.32,54.36,0.31,0.14,59.83,27.68,0.45,51.39,1.46,5.58,0,0.02,3.12,0.17,0.94,0.11,79.87,1.8
42716,196.24,0,0,2823.4,3741.85,0.040084,58.92,10.66,6.94,55.41,415.64,1.73,65.1,10.5,0.06,143.01,1.9,10.07,-68.92,25.29,0.01,8.42,100,0,0,0.8,0.21,6.24,61,23.33,10.82,27.6,19.74,52.67,0.25,0.18,66.45,31.6,0.34,53.94,1.42,5.87,0,0,2.81,0.07,0.93,0.02,80.66,2.91
42717,2135.14,1173.92,0.49,2966.62,4116.05,0.02845,75.23,12.99,7.46,56.33,423.21,1.73,65.13,50.41,0.9,237.06,0.66,10.32,-71.37,33.15,1.11,8.41,86.04,4.37,0.06,0.58,1.03,12.47,47.16,26.2,15.93,30.17,18,51.82,0.29,0.16,63.75,31.43,0.45,53.3,1.43,5.61,4.22,1.63,1.21,0.04,4.85,0.81,61.09,4.92
42718,124.07,0,0,2862.19,3291.97,0.015142,89.32,11.55,7.29,56.11,393.22,1.74,65.12,77.62,0.93,153.91,2,11.58,-53.37,32.89,0,12.34,100,0,0,0.81,0.87,12.95,27.95,44.11,17.27,33.95,19.51,46.54,0.28,0.18,68.92,39.41,0.32,52.98,1.46,5.74,0,0,1.53,0.29,1.72,0,68.81,9.56
42719,6125.35,592,0.41,2925.86,4344.76,0.033716,67.25,12.04,7.02,56.32,379.97,1.74,66.22,56.79,0.79,212.87,1.14,10.45,-68.9,29.8,1.79,6.56,88.82,4.04,0.24,0.74,1.03,11.4,51.19,20.7,18.42,32.93,19.12,47.95,0.31,0.18,65.66,35.46,0.77,53.04,1.41,5.62,3.54,1.81,3.37,0.25,5.09,1.37,50.82,4.55
42720,600.12,372.64,0.33,2986.78,4127.73,0.038021,61.19,12.15,6.99,55.89,393.42,1.72,66.4,29.52,0.35,184.6,0.97,10.16,-73.05,29.79,1.09,8.24,89.06,3.24,0.29,0.83,0.69,13.91,53.5,16.79,18.23,33.18,16.84,49.98,0.31,0.16,63.85,33.16,0.43,52.26,1.42,5.68,0.19,1.03,2.53,0.24,4.33,0.97,57.64,5.33
42721,477.24,13.07,0.01,3085.33,4127.73,0.044132,65.27,12.71,7.23,55.89,420.18,1.72,65.99,22.98,0.16,207.5,0.96,10.1,-78.67,32.16,0.12,8.24,93.46,1.17,0.35,0.75,0.59,17.2,49.6,18.58,17.47,31.96,14.47,53.57,0.31,0.14,59.84,28.24,0.45,52.4,1.44,5.6,0.32,1.3,1.66,0.15,5.35,0.21,62.84,5.02
42722,435.49,12.29,0.01,2768.32,3741.85,0.031073,60.71,10.53,6.83,56.3,343.89,1.72,64.77,48.69,0.58,129.44,1.86,10.74,-66.49,25.79,6,8.41,91.98,0.31,0.02,0.87,0.51,8.46,58.18,17.57,17.28,32.85,20.12,47.03,0.28,0.19,68.5,37.59,0.42,52.12,1.41,5.81,0.39,0.01,2.49,0.08,0.73,4.86,61.94,2.98
42723,3115.62,857.86,0.42,2926.71,4127.73,0.031316,69.08,12.48,7.23,56.24,394.88,1.72,65.77,48.19,0.82,207.56,0.76,10.37,-70.87,31,1.29,8.37,86.62,4.14,0.16,0.68,0.96,11.67,50.44,22.91,16.75,31.41,18.42,50.17,0.29,0.17,65,33.41,0.45,52.94,1.42,5.66,2.76,1.32,1.76,0.09,4.33,0.97,57.62,4.86
42724,2324.68,1101.64,0.46,2940.74,4116.05,0.029349,72.93,12.81,7.38,56.24,411.11,1.72,65.49,50.57,0.91,224.7,0.69,10.33,-71.29,32.23,1.05,8.4,86.85,4.24,0.09,0.62,1.03,11.54,48.9,25.66,15.6,30.29,18.53,51.19,0.29,0.17,64.49,32.26,0.45,53.32,1.43,5.64,3.85,1.5,1.55,0.05,4.59,0.76,60.17,4.79
42725,483.5,13.42,0.01,3077.14,4127.73,0.043396,64.96,12.67,7.21,55.9,419,1.72,66.03,23.87,0.18,205.89,0.96,10.11,-77.87,31.96,0.13,8.24,92.93,1.83,0.34,0.76,0.6,17,49.84,18.34,17.71,32.15,14.66,53.19,0.31,0.14,60.2,28.74,0.45,52.35,1.44,5.61,0.3,1.28,1.64,0.15,5.28,0.21,62.04,4.97
42726,86.73,32.82,0.01,2659.03,3410.57,0.025517,46.12,10.16,6.06,55.48,314.58,1.72,67.77,57.05,1.04,101.81,1,10.31,-56.18,21.38,6.75,8.25,87.59,2.49,0.11,1.17,1.11,0.65,70.17,12.6,16.76,35.65,25.37,38.98,0.27,0.24,77.46,48.66,0.37,52.54,1.34,5.99,0.14,0,7.42,0.76,0.29,5.29,47.01,7.8
42728,3572.97,740.19,0.37,2903.49,4127.73,0.031016,67.89,12.22,7.16,56.27,387.18,1.74,65.65,49.24,0.8,197.15,0.9,10.44,-70.22,30.26,1.98,8.37,86.97,4.01,0.14,0.71,0.91,11.23,51.38,22.11,17,31.65,18.67,49.68,0.29,0.17,65.54,34.07,0.44,52.83,1.42,5.67,2.32,1.15,1.84,0.09,3.87,1.52,57.81,4.71
42730,762.28,493.54,0.26,2602.28,3332.38,0.018906,66.49,10.6,6.77,56.6,315.06,1.74,61.93,145.31,1.79,175.07,2.57,11.61,-52.82,25.58,2.86,8.66,97.44,1.81,0,0.84,0.97,3.57,52.26,25.5,18.83,38.15,25.4,36.45,0.3,0.24,76.16,50.33,0.51,53.52,1.37,5.68,8.81,0.01,8.53,0.41,7.12,2.11,28.9,5.73
42731,263.87,0,0,3108.8,3940.09,0.029176,84.2,13.41,7.54,55.39,471.6,1.73,63.53,18.86,0.6,323.67,0.53,9.94,-64.96,33.57,0,8.52,84.99,0.88,0,0.56,0.69,17.94,48.64,19.59,17.11,31.07,13.83,55.11,0.31,0.14,58.97,26.54,0.42,52.55,1.45,5.6,0,2.51,0.14,0.01,6.93,0,64.94,7.2
42732,484.61,70.24,0.06,3144.42,4052.34,0.047478,97.96,14.12,7.7,56.11,451.35,1.73,64.4,12.99,0.56,318.81,0.43,9.99,-76.75,37.16,0,8.52,80.89,6.53,0,0.51,0.66,21.54,42.02,20.43,19.68,31.56,12.85,55.6,0.33,0.13,57.03,25.34,0.49,51.69,1.46,5.5,0,3.44,0.1,0.01,9.45,0,57.97,4.85
42733,345.62,239.95,0.09,2898.7,3750.72,0.029568,64.17,11.72,7.22,56.23,435.06,1.73,66.4,86.36,0.81,181.53,0.96,10.37,-68.13,26.47,0.53,8.44,97.99,1.93,0.02,0.7,0.99,5.75,58.77,26.49,10.37,27.71,20.4,51.89,0.25,0.18,67.57,32.94,0.32,54.17,1.42,5.88,1.65,0.01,1.41,0.02,2.07,0.46,81.14,2.47
42734,366.89,237.17,0.09,2877.33,3750.72,0.028825,62.74,11.67,7.2,56.28,423.96,1.73,66.42,128.86,1.56,177.31,0.92,10.42,-67.46,25.86,1.54,8.44,93.07,1.72,0.02,0.7,1.03,5.42,55.86,30.22,9.82,28.39,21.42,50.2,0.25,0.19,68.74,35,0.34,54.32,1.42,5.89,1.8,0.01,1.35,0.02,1.97,1.3,77.69,2.74
42735,1245.23,4567.87,0.78,2991.59,4116.05,0.033638,80.26,12.9,7.47,56.2,435.46,1.73,65.34,63.31,1.08,259.7,0.57,10.22,-72.96,32.47,1.15,8.47,82.63,7.45,0.01,0.56,0.8,14.2,46.78,25.26,16.28,30.55,16.98,52.46,0.3,0.16,62.43,30.34,0.44,53,1.43,5.67,6.78,2.27,0.75,0.01,5.65,0.85,62.25,3.91
42736,782.04,21.77,0.02,2965.53,4072.71,0.022349,70.99,13.43,7.51,56.51,422.27,1.73,64.2,26.19,0.61,226.01,0.74,10.56,-67.78,35.89,0.99,8.32,88.92,0.54,0.14,0.61,1.42,11.12,45.53,27.7,16.33,29.57,18.84,51.59,0.29,0.17,65.03,32.26,0.47,53.64,1.43,5.47,2.71,0.84,1.6,0.06,4.05,0.71,60.97,6.49
42737,772.19,21.85,0.02,2970.67,4072.71,0.022315,71.38,13.46,7.51,56.5,423.92,1.73,64.14,24.83,0.61,227.73,0.73,10.55,-68.02,36.11,0.94,8.32,88.73,0.55,0.14,0.6,1.4,11.27,45.61,27.32,16.5,29.53,18.69,51.78,0.29,0.17,64.86,32.01,0.47,53.61,1.43,5.46,2.88,0.85,1.57,0.06,4.1,0.68,61.4,6.33
42738,5.01,0,0,2696.21,3006.91,0.037255,42.75,11,7,57.59,282.57,1.73,69.44,35.19,0,87.23,1,8.62,-75.61,20.25,2.64,8.32,100,0,0,1.02,1.38,0,66.2,29.08,4.97,26.51,24.12,49.37,0.23,0.2,71.03,36.3,0.34,55.35,1.38,6,0.25,0,8.43,0.23,0.79,3.87,51.14,2.3
42739,36.28,0,0,3296.43,4116.05,0.020094,116.27,14.03,7.96,56.64,499.23,1.73,64.6,2.12,0.25,398.04,0,9.5,-109.52,56.69,0,8.87,98.13,1.87,0,0.41,0,29.95,29.66,23.45,21.74,32.38,11.72,55.9,0.38,0.11,52.92,23.26,0.69,49.98,1.45,5.28,60.57,12.92,0,0,9.33,0,52.32,0.5
42740,601.7,25.08,0.02,3049.86,4072.71,0.021468,77.63,14.04,7.66,56.54,447.6,1.73,63.38,8.09,0.23,250.76,0.71,10.46,-69.06,39.89,0.27,8.32,85.46,0.55,0.11,0.57,1.36,14.46,44.66,21.58,20.2,29.3,15.97,54.73,0.3,0.15,61.69,28.05,0.49,52.99,1.45,5.31,1.41,1.08,0.7,0.03,4.95,0.1,64.4,6.16
42741,170.22,0,0,3201.87,3940.09,0.03905,93.82,13.59,7.67,55.01,455.98,1.73,62.82,12.06,0.46,361.81,0.6,9.64,-72.33,36.56,0,8.6,80.17,1.1,0,0.56,0.54,22.91,40.38,21.04,20.08,31.5,12.5,56,0.33,0.12,56.94,25.05,0.48,51.41,1.46,5.49,0,3.65,0.08,0,9.18,0,60,4.63
42742,810.34,5637.67,1.07,3076.79,4116.05,0.039199,91.29,13.6,7.62,56.1,451.66,1.73,64.76,20.71,0.74,305.58,0.39,10.08,-77.17,36.6,0.44,8.5,76.18,11.59,0,0.49,0.65,19.56,43.22,20.36,20.34,31.42,13.73,54.85,0.32,0.13,58.07,26.37,0.48,52.12,1.45,5.54,3.11,3.49,0.43,0.01,7.7,0.42,57.32,3.84
42743,849,5441.21,1.03,3058.46,4116.05,0.037727,89.28,13.49,7.59,56.13,446.99,1.73,64.82,21.1,0.76,300.42,0.41,10.1,-76.7,35.87,0.62,8.49,77.01,11.11,0,0.49,0.68,18.64,44.02,21.02,19.6,31.25,14.28,54.47,0.32,0.14,58.75,26.98,0.48,52.28,1.45,5.56,12.77,3.33,0.51,0.01,7.42,0.5,57.49,4.1
42744,125.07,12.1,0.02,3236.55,4116.05,0.038286,113.22,13.75,7.86,56.06,471.13,1.73,65.13,3.27,0.56,396.77,0,9.52,-102.5,54.92,0,8.71,92.54,7.46,0,0.47,0.23,26.71,33.04,23.36,20.42,31.82,12.46,55.72,0.36,0.11,54.48,24.1,0.63,50.42,1.45,5.35,60.57,8.36,0.39,0,9.92,0,50.24,1.36
42745,629.44,60.56,0.05,3063.2,4052.34,0.041008,88.88,13.66,7.6,56.15,443.53,1.73,64.62,25.12,0.76,289.21,0.47,10.11,-73.39,33.73,0.57,8.47,75.29,9.64,0,0.49,0.76,18.58,45.27,19.89,19.56,31.5,13.83,54.66,0.32,0.13,58.49,26.7,0.46,52.43,1.45,5.57,0.86,2.7,0.4,0.01,7.69,0.53,58.86,4.48
42747,178.25,9.98,0.01,3133.17,4116.05,0.03301,100.56,13.4,7.71,55.88,482.71,1.73,65.18,5.2,0.67,365.55,0.12,9.92,-91.22,47.04,0,8.59,79.63,20.37,0,0.47,0.26,23.42,35.7,21.98,23.3,31.2,13.24,55.56,0.34,0.12,56.39,25.09,0.56,50.99,1.45,5.44,60.57,6.33,0.54,0,7.85,0,52.36,1.46
42748,32.3,0,0,3344.45,3763.52,0.055391,125.52,13.71,7.67,56.97,250.12,1.7,66.21,16.88,0,355.5,2.82,9.49,-46.05,34.24,0,20.06,92.82,7.18,0,0.73,0.16,18.34,43.58,37.62,0,41.78,16.36,41.86,0.29,0.26,54.68,31.74,0.34,44.95,1.43,6,0,0.32,6.66,0.21,4.1,0,31.53,3.73
42749,19.6,0,0,2963.44,3720.77,0.024565,83.05,11.51,6.83,56.47,251.74,1.7,65.04,14.88,0.03,243.98,2,9.38,-53.8,24.49,0,18.89,100,0,0,0.5,0.42,5.09,85.21,9.24,1.33,36.11,18.75,45.14,0.3,0.2,64.24,35.16,0.42,55.68,1.42,6,0,0,31.41,4.34,2.9,0,40.88,0.6
42750,19.17,0,0,3271.93,3408.75,0.015217,161.64,14.97,6,58.99,185.94,1.72,60.5,75.24,5.55,412.61,0,10.21,-20.48,39.54,0,20.06,97.19,2.81,0,0.72,0.93,0,5,60,35,45.19,22.94,31.88,0.24,0.2,77.44,52.76,0.56,27.5,1.34,6,29.41,0,0.66,0,2.93,0,17.07,11.33
42751,94.85,0,0,3086.37,3409.37,0.030118,125.81,13.29,6.3,58.49,309.46,1.71,61.37,47.7,5.21,281.48,0,10.42,-53.28,34.25,0,20.06,98.31,1.69,0,0.67,0.59,0,14.89,50.57,36.09,44.45,23.45,32.11,0.26,0.21,73.24,49.84,0.68,33.04,1.34,6,29.41,0,13.52,1.35,4.15,0,47.45,4.54
42752,74.21,0,0,3164.78,3409.37,0.022826,137.86,13.88,6.33,58.79,288.19,1.74,61.41,55.61,5.39,326.46,0,10.51,-36.26,36.99,0,20.06,97.66,2.34,0,0.62,0.68,0,9.65,55.7,35.49,44.85,23.2,31.96,0.25,0.2,75.54,51.46,0.62,30.12,1.34,6,29.41,0,9.02,0.66,5.18,0,41.94,5.75
42753,100.37,0,0,3045.67,3409.37,0.033151,121.75,13.1,6.34,58.41,316.68,1.71,61.35,46.12,5.22,269.12,0,10.39,-59.2,33.4,0,20.06,98.45,1.55,0,0.69,0.57,0,16.36,49.34,35.77,44.35,23.55,32.11,0.27,0.21,72.71,49.5,0.69,33.89,1.34,6,29.41,0,14.47,1.53,3.92,0,48.88,4.38
42754,11589.39,307.49,0.22,2851.8,4344.76,0.03772,64.77,11.36,6.75,56.66,366.59,1.71,65.99,47.04,1,193.54,1.19,10.48,-66.34,26.59,1.42,9.59,90.37,3.14,0.24,0.73,0.99,9.63,46.45,25.42,19.94,35.04,19.14,45.82,0.32,0.18,64.67,36.21,0.71,51.01,1.42,5.72,6.06,1.33,9.03,1.21,3.57,0.93,52.59,3.37
42755,8812.53,373.06,0.28,2856.41,4344.76,0.03627,66.65,11.55,6.87,56.52,359.88,1.74,65.84,52.64,0.91,196.53,1.31,10.54,-63.98,27.94,1.65,8.8,90.43,3.46,0.22,0.75,0.94,9.6,48.85,23.09,19.82,34.61,19.22,46.18,0.31,0.18,65.11,36.21,0.7,51.47,1.42,5.71,6.14,1.28,6.34,0.76,3.89,1.17,51.05,3.91
42756,11337.14,309.13,0.23,2859.09,4344.76,0.037584,64.95,11.39,6.76,56.64,366.32,1.74,66.01,46.95,0.89,196.07,1.21,10.49,-66.21,26.77,1.46,9.43,90.25,3.13,0.25,0.73,1,9.85,46.68,25.08,19.87,34.91,19.01,46.09,0.32,0.18,64.61,36,0.71,51.08,1.42,5.72,5.9,1.36,8.4,1.14,3.63,0.95,52.39,3.43
42757,44.66,0,0,2814.34,3209.99,0.03949,76.53,10.79,6.99,56.04,359.69,1.74,63.44,12.56,0,72.27,1.99,10.21,-63.03,29.58,0,8.32,100,0,0,1.09,0.37,18.08,41.03,18.97,25.6,31.28,10.86,57.86,0.26,0.13,59.33,24.95,0.19,51.22,1.51,5.65,3.53,0,8.79,0.52,0.73,0,69.1,5.8
42758,17.98,51.57,0.03,2675.72,3318.13,0.025811,46.16,9.99,6,55.16,318.04,1.72,67.84,37.74,1.54,94.41,1,9.58,-60,20.77,7.02,8.32,87.49,1.71,0.2,1.51,0.89,0,70,13.83,15.38,35.26,26.08,38.66,0.26,0.24,78.29,49.32,0.37,52.35,1.34,6,0,0,8.03,0.9,0.15,4.51,52.32,7.96
42759,6207.92,592.15,0.4,2920.41,4344.76,0.03423,66.98,12,7.01,56.31,378.78,1.74,66.2,56.22,0.78,210.82,1.15,10.44,-69.07,29.66,1.77,6.58,88.95,3.98,0.24,0.74,1.03,11.35,51.19,20.54,18.63,32.97,19.05,47.98,0.31,0.18,65.52,35.35,0.76,53.01,1.41,5.62,3.51,1.79,3.4,0.26,5.03,1.35,50.8,4.5
42760,73.05,0,0,2776.22,3209.99,0.059368,72.54,10.61,6.86,55.96,342.84,1.74,63.58,12.6,0,68.04,1.82,9.92,-57.84,26.67,0,8.4,94.54,0,0.25,1.26,0.47,15.33,44.01,15.99,27.66,32.68,11.59,55.74,0.25,0.13,58.15,25.56,0.2,51.12,1.5,5.7,0.39,0,8.27,0.52,0.61,0.06,67.18,4.7
42761,192.29,0,0,2799.1,3291.97,0.027248,80.08,11.08,7.15,56.17,371.17,1.74,65.21,79.42,1.3,125.08,2.23,11.16,-57.71,30.01,0.05,13.34,97.02,0,0.05,0.77,0.68,11.7,30.83,40.04,19.07,34.43,19.05,46.52,0.28,0.18,67.34,38.32,0.31,52.76,1.46,5.76,0,0,2.73,0.41,1.25,0.02,66.22,7.03
42762,524.36,1,0.02,2726.04,3438.45,0.024419,70.31,10.89,7,55.86,335.57,1.71,66.55,94.65,1.12,128.28,2.53,10.93,-58.19,26.58,2.42,15.1,94.4,1.53,0.09,0.82,0.68,5.06,53.99,27.46,14.06,36.41,21.54,42.05,0.29,0.19,66.7,40.17,0.46,53.99,1.41,5.9,23.35,0,11.29,2.21,1.05,2.28,55.17,5.64
42763,6956.36,518.42,0.36,2898.74,4344.76,0.035743,65.66,11.81,6.95,56.36,375.82,1.71,65.91,52.77,0.8,203.57,1.14,10.42,-68.67,28.93,1.62,7.08,89.96,3.59,0.24,0.75,1.01,11.21,49.98,21.02,19.5,33.27,18.75,47.98,0.31,0.18,65.09,35.08,0.73,52.73,1.42,5.64,4.01,1.62,4.46,0.44,4.61,1.23,51.97,4.22
42765,133.6,0,0,2822.48,3763.52,0.03863,77.98,10.95,6.74,56.42,277.14,1.71,65.51,21.43,0.14,204.55,2.24,10.76,-48.62,23.76,6.23,16.73,97.81,1.64,0,0.77,0.55,6.05,68.22,12.31,13.19,38.62,17.53,43.85,0.28,0.18,58.42,32.75,0.37,51.67,1.41,6,7.76,0.08,16.26,1.54,1.74,0.77,35.74,2.3
42766,212.52,0,0,2793.85,3763.52,0.039465,73.79,10.75,6.74,56.47,265.49,1.71,66.11,24.04,0.13,180.39,2.3,10.58,-45.18,23.32,4.88,16.45,97.74,1.04,0.2,0.89,0.5,4.57,70.83,9.99,14.38,38.34,17.84,43.82,0.28,0.18,58.67,32.95,0.4,52.29,1.41,6,5.49,0.05,17.63,1.75,1.21,0.85,36.89,2.25
42767,7731.13,485.05,0.33,2873.35,4344.76,0.034622,65.41,11.67,6.93,56.36,368.47,1.71,66.02,55.69,0.85,194.24,1.25,10.5,-67.09,28.47,1.65,7.81,90.56,3.32,0.22,0.75,0.98,10.42,50.1,21.81,19.25,33.72,19.1,47.18,0.31,0.18,65.23,35.71,0.71,52.82,1.42,5.67,6.55,1.46,5.15,0.59,4.22,1.27,51.83,4.2
42768,7945.91,465.47,0.32,2871.01,4344.76,0.034768,65.63,11.64,6.92,56.36,365.71,1.71,66.03,54.82,0.83,193.83,1.28,10.51,-66.5,28.33,1.74,8.04,90.77,3.25,0.22,0.76,0.97,10.26,50.65,21.49,19.13,33.85,19.06,47.09,0.31,0.18,65.05,35.64,0.7,52.8,1.42,5.68,6.51,1.42,5.49,0.62,4.14,1.26,51.42,4.15
42769,186.03,2.19,0,3038.27,3763.52,0.065744,98.76,12.12,6.9,57.5,319.96,1.71,65.22,17.66,0.25,254.67,2.34,9.82,-42.84,28.87,2.4,16.6,78.6,2.62,0.27,0.68,0.32,10.81,61.62,24.2,3.02,39.21,18.83,41.96,0.3,0.23,59.91,34.75,0.48,49.04,1.42,6,0.08,0.15,18.81,1.92,1.93,1.07,52.35,2.27
42770,6530.84,562.4,0.39,2907.35,4344.76,0.035482,66.33,11.9,6.97,56.3,377.28,1.71,66.08,53.93,0.74,204.71,1.14,10.43,-68.74,29.27,1.71,6.76,89.42,3.76,0.24,0.75,1.02,11.31,50.83,20.33,19.27,33.07,18.77,48.16,0.31,0.18,65.14,34.99,0.74,52.83,1.42,5.63,4.04,1.7,3.66,0.3,4.8,1.31,51.4,4.39
42771,306.18,0.27,0,2892.35,4075.32,0.044356,59.81,10.9,6.65,57.79,401.6,1.71,63.03,30.81,1.69,231.67,1,9.97,-70.72,26.49,0.32,11.64,98.99,0.67,0.33,0.74,0.64,12.74,36.08,34.52,18.4,34.97,18.3,46.73,0.31,0.17,65.43,36.41,0.64,53.2,1.47,5.72,5.69,0.54,20.79,3.28,2.45,0.06,67.24,1.84
42772,232.59,0,0,3317.45,4127.73,0.058123,74.95,13.68,7.62,56.19,463.21,1.72,65.14,4.67,0,266.67,0.92,9.65,-90.55,38.25,0,8.18,95.7,0.31,0.18,0.59,0.31,27.03,34.03,21.99,21.02,32.28,11.75,55.96,0.36,0.11,54.15,23.78,0.61,50.58,1.46,5.35,0,2.18,0.52,0,8.5,0,60.98,2.85
42773,243.48,0,0,2958.4,4075.32,0.046048,63.07,11.23,6.78,58.02,441.45,1.71,62.75,25.79,1.48,266.96,1,9.92,-76.42,28.17,0.05,11.62,99.1,0.9,0,0.72,0.54,15.68,36.03,30.65,19.6,33.53,15.8,50.67,0.3,0.16,63.29,32.46,0.53,52.49,1.48,5.65,2.7,0.68,21.59,3.79,2.85,0.01,69.82,2
42775,91.38,0,0,3384.23,4127.73,0.031169,81.26,14.25,7.9,56.46,465.33,1.72,64.24,2.04,0,306.2,0.86,9.69,-108.34,41,0,8.2,86.88,0.53,0.24,0.42,0.21,29.88,30.09,23.3,21.09,32.48,11.82,55.7,0.39,0.11,52.73,23.29,0.7,50.05,1.45,5.27,0,4.01,0.57,0,9.63,0,55.62,2.52
42776,24.39,0,0,3114.34,3848.96,0.058848,73.68,12,7,58.46,473.96,1.71,62.06,8.09,0,394.46,1,9.39,-68.58,36.63,0,11.69,100,0,0,0.98,0.06,21,37.97,20.68,24.42,31.11,10.83,58.06,0.28,0.13,58.39,24.45,0.29,51,1.51,5.56,0,0.11,11.46,2.76,2.27,0,85.4,0.8
42777,23.01,0,0,3410.84,4075.32,0.050602,74.81,12.1,7.1,58.55,409.93,1.73,61.39,3.57,0,424.56,1,9.34,-103.58,38.83,0,11.11,94.97,5.03,0,0.54,0,29.46,28.29,23.9,21.24,32.59,11.87,55.55,0.38,0.11,52.02,23.06,0.75,49.81,1.44,5.23,0,6.73,3.82,0.02,14.48,0,32.63,2.27
